CATEGORY,YEAR,INDICATOR,SOURCE,DESCRIPTION,UNIT,MAP,GRAPH,FILE,OPTIONS,TYPE,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,PRK,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FJI,FIN,FRA,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRD,GTM,GIN,GNB,GUY,HTI,VAT,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MRT,MUS,MEX,FSM,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NZL,NIC,NER,NGA,NIU,NOR,OMN,PAK,PLW,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,QAT,KOR,MDA,ROU,RUS,RWA,KNA,LCA,VCT,WSM,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TJK,THA,MKD,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,TZA,USA,URY,UZB,VUT,VEN,VNM,YEM,ZMB,ZWE,GUF,ESH,TWN,GRL,EAZ,SJM,PRI,IMN,JEY,GGY,VIR,KOS,SSD,2,0
,,-,,,,,,,,,1.8730224349635731,0.9848340155439798,1.3731863922715943,,3.761042865982762,,2.0330138283083268,5.224060247785723,,,2.1564140898368502,1.4104915339763573,,0.13678945592676445,,2.9325960698498976,3.5580523657639547,,,6.381691028162383,8.57504433482851,0.024286283688258848,,4.795435114979964,,1.4295539030017472,1.9591803593424115,,1.4342992232837968,1.6519754753207927,4.055202351897739,,3.4368560087611746,6.779927961091478,2.5876803300462563,1.1695370980078266,,4.4945358520228265,5.682155946296285,2.676140175211623,1.5490044737221729,2.533642761089817,,3.5714164191572135,,1.1733638185345665,5.134003496374682,,2.0843129348425258,1.4689981175507383,,1.4868773653531149,,1.464204052943485,0.009909879722658553,2.16203446636805,3.612238048182395,2.457630045991459,1.3814616881229662,1.7971053850231666,,,,,4.463237218839377,0.8680197144880581,1.6999596902653435,2.5937273556599068,7.833286947956245,,1.346489482078422,5.150548336994051,,1.2047209691447318,3.849548134915612,4.187966622857734,3.982508129503085,4.7201913170442324,0.9278978973647846,5.070529093876749,,3.767849779009706,0.3219569764782554,1.9808840763195128,0.003302091085219712,2.048740041453218,2.8902355165477234,0.5175301480186751,1.2401411460199725,1.0298640852725387,0.8343770220369635,1.6489898981707936,0.33204824713360787,0.8914970249894828,1.3095688922266517,,2.861361363618754,30.219997493049494,0.0036778768345119527,,1.8336008205843217,,0.8687060500155082,6.135250005962747,4.3853842854974525,0.20759071736367907,,,,,4.5880564786576965,4.641311387393124,3.6413346857746998,1.9385341301550272,6.425694191177794,1.4870144473268467,,0.2530025369417318,3.8669762483730348,2.573289121737879,,,0.36092092274047893,,,1.3199445246732404,3.580645949297484,5.010016306093994,0.2536303721241655,,4.627514437702,0.3721000613121571,,0.4512559815071752,2.744845686088286,6.792145794052438,13.723190858792567,,0.7567944670076718,,1.3089477694988683,,,2.2134944734908535,,4.221253777932692,0.9671093470790779,4.043263969312327,1.8758066518288932,1.2650577858044705,,2.083607161903907,,2.119889815702133,,4.586620356272377,4.2142417938133905,2.11760107777902,2.0364662466407233,9.359740189037588,,9.040008304807445,0.9022733950466487,5.713122651145601,,,6.263033505200499,,,,9.987581888657635,2.0266348088479864,2.1272331804866793,1.379018874141515,2.7343871312950254,3.8871260453495693,1.3025423477842397,2.817482558372677,1.5491096637829094,1.3237743065761294,1.2925166389811276,,2.823404875990324,,2.0350589590652595,6.869759575282793,,,3.0624468435347043,1.2038880644556684,4.170209179766932,,,,8.228547765002274,,0.09163792764904147,1.0550620352522138,1.578773289476121,1.9856372677218264,2.265195577768258,,22.95444364476008,3.465434701828372,2.396345375165568,0.8134661871184553,2.654508494450617,1.1940115419667288,,,1.6445577760205283,,,,,,,,,,,,
,,-,,,,,,,,,5140.0,1194.0,5911.0,,4319.0,,,33625.0,,,34550.0,7857.0,,168.0,,20825.0,306.0,,,165.0,1594.0,60.0,,2412.0,,354.0,74195.0,,65.0,10213.0,2520.0,,2498.0,4238.0,49582.0,,,1365.0,1470.0,8552.0,299850.0,12341.0,,854.0,,2034.0,4610.0,,11031.0,1105.0,,6675.0,,10170.0,49.0,90.0,3846.0,5869.0,18494.0,1543.0,,,,,750.0,5034.0,79107.0,426.0,208.0,,85663.0,6487.0,,10166.0,74.0,2406.0,2140.0,225.0,840.0,2362.0,,2312.0,2863.0,11052.0,1557.0,191034.0,43338.0,12029.0,5430.0,4612.0,4435.0,63834.0,1776.0,77223.0,869.0,,6131.0,,620.0,,837.0,,1980.0,368.0,787.0,1424.0,,,,,4203.0,2070.0,6675.0,,2069.0,268.0,,566.0,838.0,34493.0,,,627.0,,,8158.0,5503.0,8418.0,427.0,,3604.0,26852.0,,9157.0,1267.0,2008.0,32329.0,,9201.0,,27401.0,,,1865.0,,1999.0,28037.0,22544.0,36075.0,9432.0,,17900.0,,16842.0,,2570.0,,116.0,88.0,,,80.0,3255.0,1839.0,,,1173.0,,,,,2283.0,16767.0,35423.0,5516.0,6107.0,248.0,490.0,9520.0,7660.0,3636.0,,24293.0,,245.0,1247.0,,,768.0,2741.0,32776.0,,,,7977.0,,243976.0,57114.0,8484.0,264679.0,2460.0,,335.0,6861.0,15299.0,1808.0,2128.0,2641.0,,,10506.0,,,,,,,,,,,,
,,-,,,,,,,,,,,1669.43009490483,28634.7321388267,,,,4884.98454597794,,,18278.1330489725,17559.6153213858,,18819.5208632585,,259.048653741884,9252.11733546888,,17945.2788076367,1232.4114427905001,423.575670985501,37950.6869624035,,928.194510009097,,797.5705782737821,2577.29643062868,,,,216.558183000457,184.35144759861697,,689.183736132057,19282.352284521003,,,473.49937809930395,479.036117313583,3171.69393664646,150.547702716694,1878.75755327559,,1139.7858475636801,,2530.10425063113,1511.36029025715,,2067.92613541571,,,,799.586118518503,25720.869373421403,,,1501.78300713969,1825.2654424596699,427.53858990861505,2181.75122612478,,,,,2291.49899622976,16138.7443110098,18210.3285762483,4961.26106586236,367.556558952373,1777.72393052816,17977.5375652525,512.4761115284069,,11686.0922741006,,1571.48104588383,,388.91439446629,861.2673271164771,,,975.049574805361,5857.83213032396,,23940.187802613,271.583402126417,346.86020489273596,2289.4003888568104,716.2600932691299,12748.047111195,9175.28850849764,15359.1778632087,,15670.6096157822,,,424.036446395451,1821.23875920267,,,,3106.1685287956398,,275.147176780168,717.827123438397,,46130.3683149921,,27861.478036890298,,501.16420688946295,196.669637699194,1427.09251151968,,295.74273492587,3071.6217494312605,,713.85526967179,,4667.6582963111105,,78654.990004427,,,,874.126639970826,,,,,181.45120465804902,21943.6890178223,,,1792.9149580481198,487.74248476708505,775.125618218828,,25314.164954401098,6324.3322740841695,331.309476124463,,,3107.9927588630103,857.2046466798109,740.482666696508,2368.2579078824697,845.944440513656,,8017.18107916984,,2130.90717446522,,,5651.547213039667,219.91558487055698,,,1611.3400683842,,19979.3941437611,,11972.532975786202,768.966026872388,,4657.01147410394,432.22148108566705,5344.38744172191,,,,,5086.072539616261,11943.848466944399,415.934938097535,447.199088810645,,973.550130488063,22863.8562148347,,719.072849747831,,594.653161441415,,,437.80481141493203,,,6359.99054124594,1218.6613274849901,3233.9257659809005,,,,,,,18662.824675704098,,21557.1671561574,3246.57925813572,,,6743.30665248475,,,950.652719493945,685.044413109558,,,,15654.883525290601,,,8998.17116978333,,,,,,,,
,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,2.052975538924628,1.0485620355442893,1.742751908884766,,4.365824743647883,,0.6835901914880459,4.652530566370128,,,1.8657182343384435,1.3906293103079985,,0.18148491327691535,,3.0197315780744214,3.2590381681430407,,,4.0631583187423885,8.388542815616109,0.027525386924832664,,5.177642983723812,,0.4742200489341616,1.9498215922508186,,1.9216802137126847,1.5320491687402409,4.677161258178179,,4.696507738671536,6.334127255494277,1.899060299086248,1.4047633414569147,,4.430021289999048,5.716907457157764,2.4828592629731205,1.5081566451931903,2.4321035430349056,,3.8797582504309687,,1.2947672857533978,4.802796765602936,,2.5510148037235307,0.9376001909871962,,1.4639597099271882,,1.2986776590332008,0.010592393984130848,2.317958856159171,3.7756831596483,2.348362039446866,1.384250323482577,2.046389314131398,,,,,5.414431875830674,0.8658646704857311,1.540886293274108,2.4763686303155823,7.897093218340176,,1.2885734182996806,5.169499466363771,,1.3156727734827491,3.8628621385257667,3.3835153517286356,3.9306767644592986,5.79911023911604,0.845162039337648,5.243345122017306,,3.7022083821023832,0.3447461323421925,1.720739869773586,0.0014353282941718581,2.147375983891101,2.806587682491611,0.592912591817839,1.5333355756492697,0.9525777314726114,0.7185211368606518,1.7060967502812459,0.2990328813443436,1.0292247967584178,0.5136988016064733,,2.8440297879867122,26.480870109680726,0.002817069460510015,,1.8580993602233498,,0.8860543861988818,6.195024753662222,4.279140158022408,0.2549751766320458,,,,,4.834626311221817,3.82984848019165,2.7197197010041347,1.92657087370212,5.854659237968449,1.2205578793935454,,0.36240146794456074,3.5307453591212545,2.4298430698986975,,,0.2742806774378217,,,1.075167552696452,3.7529060675240977,5.302949506006873,0.2486049839626819,,4.927321042239127,0.3430450360590142,,0.393114727254805,2.7283884847706537,6.652933653283011,14.12187265839261,,0.790317750299095,,1.560976302932483,,,2.1058516517998287,,3.9904774924383153,0.9122760529648041,4.122477400404203,1.949008360713761,1.3363988313370248,,2.2224733733226123,,1.6740712011700534,,4.679053367293228,4.450707668713486,2.1394297371481747,1.827655301355959,7.065697835853224,,5.172625902656148,1.1467431450246433,4.024324256212833,,,6.209080101317537,,,,9.80393024592564,2.2028630423590676,1.617828114201142,1.2597752519519487,2.9236170836052793,3.8935130848667447,1.5431983196784005,2.522325593398916,1.445679321177592,1.2683505866437033,1.089942306186921,,2.771726657218816,,2.194244915017406,7.031270748175398,,,3.1458498667855816,0.9850060591393818,3.5823868878971337,,,,8.750965832791264,,0.09119197375538256,0.9366338970248161,1.5384856122506458,1.6933889266227784,2.8111180209672377,,22.63934552709784,3.8530712781090877,2.201026064493239,0.7106503156166256,2.2684312220232505,0.8732624782324688,,,1.6374025117937554,,,,,,,,,,,,
,,-,,,,,,,,,2.052975538924628,1.0485620355442893,1.742751908884766,,4.365824743647883,,0.6835901914880459,4.652530566370128,,,1.8657182343384435,1.3906293103079985,,0.18148491327691535,,3.0197315780744214,3.2590381681430407,,,4.0631583187423885,8.388542815616109,0.027525386924832664,,5.177642983723812,,0.4742200489341616,1.9498215922508186,,1.9216802137126847,1.5320491687402409,4.677161258178179,,4.696507738671536,6.334127255494277,1.899060299086248,1.4047633414569147,,4.430021289999048,5.716907457157764,2.4828592629731205,1.5081566451931903,2.4321035430349056,,3.8797582504309687,,1.2947672857533978,4.802796765602936,,2.5510148037235307,0.9376001909871962,,1.4639597099271882,,1.2986776590332008,0.010592393984130848,2.317958856159171,3.7756831596483,2.348362039446866,1.384250323482577,2.046389314131398,,,,,5.414431875830674,0.8658646704857311,1.540886293274108,2.4763686303155823,7.897093218340176,,1.2885734182996806,5.169499466363771,,1.3156727734827491,3.8628621385257667,3.3835153517286356,3.9306767644592986,5.79911023911604,0.845162039337648,5.243345122017306,,3.7022083821023832,0.3447461323421925,1.720739869773586,0.0014353282941718581,2.147375983891101,2.806587682491611,0.592912591817839,1.5333355756492697,0.9525777314726114,0.7185211368606518,1.7060967502812459,0.2990328813443436,1.0292247967584178,0.5136988016064733,,2.8440297879867122,26.480870109680726,0.002817069460510015,,1.8580993602233498,,0.8860543861988818,6.195024753662222,4.279140158022408,0.2549751766320458,,,,,4.834626311221817,3.82984848019165,2.7197197010041347,1.92657087370212,5.854659237968449,1.2205578793935454,,0.36240146794456074,3.5307453591212545,2.4298430698986975,,,0.2742806774378217,,,1.075167552696452,3.7529060675240977,5.302949506006873,0.2486049839626819,,4.927321042239127,0.3430450360590142,,0.393114727254805,2.7283884847706537,6.652933653283011,14.12187265839261,,0.790317750299095,,1.560976302932483,,,2.1058516517998287,,3.9904774924383153,0.9122760529648041,4.122477400404203,1.949008360713761,1.3363988313370248,,2.2224733733226123,,1.6740712011700534,,4.679053367293228,4.450707668713486,2.1394297371481747,1.827655301355959,7.065697835853224,,5.172625902656148,1.1467431450246433,4.024324256212833,,,6.209080101317537,,,,9.80393024592564,2.2028630423590676,1.617828114201142,1.2597752519519487,2.9236170836052793,3.8935130848667447,1.5431983196784005,2.522325593398916,1.445679321177592,1.2683505866437033,1.089942306186921,,2.771726657218816,,2.194244915017406,7.031270748175398,,,3.1458498667855816,0.9850060591393818,3.5823868878971337,,,,8.750965832791264,,0.09119197375538256,0.9366338970248161,1.5384856122506458,1.6933889266227784,2.8111180209672377,,22.63934552709784,3.8530712781090877,2.201026064493239,0.7106503156166256,2.2684312220232505,0.8732624782324688,,,1.6374025117937554,,,,,,,,,,,,
,,-,,,,,,,,,5149.0,1177.0,7016.0,,4486.0,,39.0,36513.0,,,28188.0,7960.0,,164.0,,20987.0,306.0,,,161.0,1443.0,57.0,,2251.0,,348.0,73232.0,,53.0,10186.0,2415.0,,2689.0,4100.0,50856.0,,,1299.0,1474.0,7711.0,293332.0,11809.0,,899.0,,1929.0,4473.0,,11907.0,993.0,,6114.0,,10328.0,44.0,85.0,3471.0,6149.0,19415.0,1458.0,,,,,711.0,5003.0,79470.0,406.0,210.0,,85360.0,6266.0,,9989.0,77.0,2334.0,2068.0,222.0,756.0,2292.0,,2031.0,2743.0,13358.0,1820.0,191819.0,41660.0,12339.0,5551.0,4536.0,4063.0,64294.0,1671.0,73447.0,912.0,,5990.0,89.0,572.0,,812.0,,1798.0,335.0,749.0,1244.0,,,,,4113.0,2067.0,6426.0,,2431.0,252.0,,586.0,897.0,34929.0,,,623.0,,,8641.0,5200.0,7694.0,410.0,,3416.0,26209.0,,10352.0,1275.0,1935.0,34555.0,,8545.0,,26549.0,,,1736.0,,1955.0,29601.0,20596.0,37847.0,8941.0,,16586.0,,17737.0,,2505.0,,116.0,87.0,,,80.0,2081.0,2264.0,,,1174.0,,,,281.0,2181.0,16665.0,36712.0,5613.0,5845.0,212.0,474.0,9008.0,7674.0,3574.0,,23212.0,,245.0,1213.0,,,755.0,2537.0,32811.0,,,,7965.0,,240.0,57550.0,8904.0,285528.0,2440.0,,,6765.0,15269.0,1743.0,2082.0,2777.0,,,9597.0,,,,,,,,,,,,
,,-,,,,,,,,,,,1934.98853750045,28806.210599991,,,,4698.994849624721,,,18177.9520303532,16779.8646165819,,19011.5764010454,,279.517737962316,8950.3067352306,,17288.9073764219,1210.82662102139,439.502281432009,36422.6532604847,,905.264512353519,,654.812042728455,2372.80620734272,,,,217.290434306473,182.04290004701699,,683.50528760593,18799.022803154,,,477.434140869664,501.138542579813,2962.9168515217602,144.617236309895,1817.7077191035698,,1090.09035580407,,2427.92626461996,1445.49963116969,,1938.2936279814,,,,775.150058681685,25145.3897823242,,,1392.78713149214,1766.80919086879,422.528097156695,2157.39225379992,,,,,2189.41237006766,15787.036977661699,17427.5729968747,4587.6893245191295,378.41469044131696,1753.0456597720001,17463.4739808183,500.11733985612,,10883.5068768124,,1529.45686862491,,414.027880272298,845.7606260610339,,,963.768438045734,5578.682180877559,,21346.5408051942,273.259978798879,332.50091469642604,2081.31399998875,702.8872131340601,12465.5225268622,8512.87066388126,15155.4461640922,,15161.229034329699,,,359.568497518282,1905.6990158614801,,,,2904.10799845115,,267.15875224397803,702.573152676145,,46354.4442256883,,27397.690953742702,,495.711961928855,174.321304535807,1383.2790250231399,,292.631870574287,2998.5452716611603,,721.6937731283009,,4641.10618599334,,75504.6930239041,,,,845.907207682935,,,,,187.568077402332,21287.2212578045,,,1789.53849316772,474.54747535095197,694.499967962126,,24136.426875613797,6485.56133529885,338.879074744481,,,2916.68508278981,829.066412409658,719.130805912256,2337.74630018293,825.838467721376,,7486.809170347779,,1967.86212942244,,,5651.547213039667,223.878858711052,,,1581.8990055801598,,19789.794942863602,,10423.1876948634,793.927474472993,,4112.42197983795,426.211320917561,4856.5797333285,,,,,4991.17723643176,11540.4909280144,416.343551731738,450.685104798162,,880.6292802160491,22806.2852033157,,676.8229149942961,,583.5141697202,,,452.320209500152,,,6363.4937686025405,1119.70785532441,3137.0512197187895,,,,,,,18110.3717292474,,21135.1277032917,3264.59534925895,,,6873.48445232777,,,983.735601803844,650.5838405662249,,,,14085.1538849517,,,8597.21469141426,,,,,,,,
,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,-,,,,,,,,,2.2843800627956097,1.109248190940679,1.7204469726419673,,4.57790905318329,,0.7077069522200441,4.158873552753059,,,2.102363269373247,1.6167407460037555,,0.12356260542460108,,3.4109208089202987,3.381068575022608,,,3.743794547077731,8.311597650213942,0.024185093468775946,,5.253510676551644,,0.9319908482945808,1.839281807044143,,1.8726940936783834,1.4374857786717288,4.615863508092179,,3.315531317349422,6.595091642730918,2.3505699871436354,2.7283758037412147,,4.570474607554802,6.177961145430229,2.09550800394755,1.4690854529939632,2.5074307957678874,,4.170350523199886,,1.0335224526583706,4.987990348127228,,1.4319458310272875,1.3104412426000673,,1.6360620344215069,,1.4492544074593054,0.01168702440871644,2.903397414401719,3.841607982662316,2.3544591660719907,1.3737607913108512,2.0566810744394974,,,,,5.139336623731475,0.783669355253293,1.7518552647846724,2.4779958888816993,7.646317595379967,,1.5918281940798935,4.777872137705283,,1.2093288293216478,4.169659592229186,3.8095152523371136,3.9928924906645626,5.4289388996490615,0.9239430768176081,5.309230292542448,,4.018083920966609,0.3372543318956242,2.2448635644944464,0.001225875306124177,2.034076077709866,2.849275276863635,0.5818460765024247,1.8135179054793538,1.0008829431724455,0.7079636718100235,1.8781436469263266,0.3006955015416232,1.173150016485693,1.364796693667325,,3.152060519609911,25.792360751582166,0.00252559935810433,,1.7533962306315167,,0.8501139359404484,7.369630256486848,4.589242250363863,0.3844407304632239,,,,,4.8593187760280845,4.830508654879631,2.881810100015564,2.0981256341015584,7.732451426507943,1.6713142269431376,,0.4347420945530868,4.297370701868573,2.3316153104304416,,,0.12678508251318438,,,1.019342971167107,3.6204266962413967,5.040907981570149,0.24545319047191283,,4.900663367284616,0.3545715214207975,,0.5411875359665412,2.791230222114731,8.023967867710645,14.779792927817079,,0.8401974117485291,,1.3265789915610615,,,2.438786659980095,,3.55401927876241,0.9481564957341588,3.9615487062397508,1.9733374591952404,1.188781482396739,,2.361575031163116,,2.0571996639752017,,4.4437770540932355,3.797106408963098,2.858384843554449,2.0528744238871326,8.659458423900828,,12.555925151070612,1.1361953556118156,5.505948285576667,,,6.51540604097821,,,,9.179775068564748,2.099623174463994,1.566026362989532,1.380905088910009,2.88561739525441,3.6677830630637445,1.3340584837714935,2.1981023660288637,1.2830723434262192,1.297579493135266,1.7295671851088334,,2.718235331694607,,2.205743059297696,6.7002613930221,,,3.44812361534394,0.8080452774009723,3.6505807432233657,,,,7.3694216891721265,,0.08290963975769189,1.0183706797567587,1.5584224410614944,1.941292472609305,3.103397358566405,,25.103735179305968,3.978421913340585,2.0317081490836366,0.7549505139825444,3.2479535434169113,1.1325039072614167,,,1.6719087316275498,,,,,,,,,,,,
,,-,,,,,,,,,2.2843800627956097,1.109248190940679,1.7204469726419673,,4.57790905318329,,0.7077069522200441,4.158873552753059,,,2.102363269373247,1.6167407460037555,,0.12356260542460108,,3.4109208089202987,3.381068575022608,,,3.743794547077731,8.311597650213942,0.024185093468775946,,5.253510676551644,,0.9319908482945808,1.839281807044143,,1.8726940936783834,1.4374857786717288,4.615863508092179,,3.315531317349422,6.595091642730918,2.3505699871436354,2.7283758037412147,,4.570474607554802,6.177961145430229,2.09550800394755,1.4690854529939632,2.5074307957678874,,4.170350523199886,,1.0335224526583706,4.987990348127228,,1.4319458310272875,1.3104412426000673,,1.6360620344215069,,1.4492544074593054,0.01168702440871644,2.903397414401719,3.841607982662316,2.3544591660719907,1.3737607913108512,2.0566810744394974,,,,,5.139336623731475,0.783669355253293,1.7518552647846724,2.4779958888816993,7.646317595379967,,1.5918281940798935,4.777872137705283,,1.2093288293216478,4.169659592229186,3.8095152523371136,3.9928924906645626,5.4289388996490615,0.9239430768176081,5.309230292542448,,4.018083920966609,0.3372543318956242,2.2448635644944464,0.001225875306124177,2.034076077709866,2.849275276863635,0.5818460765024247,1.8135179054793538,1.0008829431724455,0.7079636718100235,1.8781436469263266,0.3006955015416232,1.173150016485693,1.364796693667325,,3.152060519609911,25.792360751582166,0.00252559935810433,,1.7533962306315167,,0.8501139359404484,7.369630256486848,4.589242250363863,0.3844407304632239,,,,,4.8593187760280845,4.830508654879631,2.881810100015564,2.0981256341015584,7.732451426507943,1.6713142269431376,,0.4347420945530868,4.297370701868573,2.3316153104304416,,,0.12678508251318438,,,1.019342971167107,3.6204266962413967,5.040907981570149,0.24545319047191283,,4.900663367284616,0.3545715214207975,,0.5411875359665412,2.791230222114731,8.023967867710645,14.779792927817079,,0.8401974117485291,,1.3265789915610615,,,2.438786659980095,,3.55401927876241,0.9481564957341588,3.9615487062397508,1.9733374591952404,1.188781482396739,,2.361575031163116,,2.0571996639752017,,4.4437770540932355,3.797106408963098,2.858384843554449,2.0528744238871326,8.659458423900828,,12.555925151070612,1.1361953556118156,5.505948285576667,,,6.51540604097821,,,,9.179775068564748,2.099623174463994,1.566026362989532,1.380905088910009,2.88561739525441,3.6677830630637445,1.3340584837714935,2.1981023660288637,1.2830723434262192,1.297579493135266,1.7295671851088334,,2.718235331694607,,2.205743059297696,6.7002613930221,,,3.44812361534394,0.8080452774009723,3.6505807432233657,,,,7.3694216891721265,,0.08290963975769189,1.0183706797567587,1.5584224410614944,1.941292472609305,3.103397358566405,,25.103735179305968,3.978421913340585,2.0317081490836366,0.7549505139825444,3.2479535434169113,1.1325039072614167,,,1.6719087316275498,,,,,,,,,,,,
,,-,,,,,,,,,5752.0,1085.0,6702.0,,4583.0,,35.0,33636.0,,,24977.0,7483.0,,158.0,,19575.0,,,,151.0,1411.0,,,2098.0,,312.0,68591.0,,54.0,10064.0,2423.0,,2506.0,3917.0,34176.0,94.0,,1230.0,1489.0,7863.0,284781.0,11257.0,,919.0,,1727.0,4205.0,,9908.0,1009.0,,6045.0,,9459.0,39.0,99.0,3197.0,6100.0,19614.0,1458.0,,,,,746.0,4952.0,80963.0,398.0,227.0,,83842.0,5843.0,,9704.0,82.0,2233.0,2005.0,225.0,836.0,2254.0,,2092.0,2661.0,11563.0,1815.0,183620.0,40661.0,11853.0,5244.0,4307.0,3830.0,60363.0,1585.0,71243.0,886.0,,5830.0,,517.0,,776.0,,1827.0,331.0,682.0,1174.0,,,,,4060.0,1948.0,6205.0,102.0,2040.0,270.0,,564.0,896.0,30262.0,,,608.0,,,9017.0,5120.0,7193.0,401.0,,3361.0,24936.0,,8877.0,1436.0,1769.0,31254.0,,9414.0,,26021.0,,,1659.0,,1884.0,28692.0,19987.0,37126.0,9618.0,,15862.0,,18548.0,,2470.0,,,,215.0,,85.0,1950.0,2064.0,,,1122.0,,,,263.0,2108.0,16734.0,34016.0,5570.0,5604.0,243.0,429.0,9592.0,7950.0,3771.0,,21633.0,,250.0,1184.0,,,757.0,2512.0,30815.0,,,,7024.0,,214.0,57103.0,8473.0,250990.0,2471.0,,308.0,6350.0,14848.0,1678.0,1986.0,2535.0,,,9440.0,,,,,,,,,,,,
,,-,,,,,,,,,,,1827.72470950453,,,,,4630.7649335118,,,17299.8670903165,15398.943158503502,,20776.3771684799,,271.142230929488,8205.28046539968,,16108.429680117,1183.5607679473899,439.714162726662,34894.503745793,,931.884193626158,,577.213435036058,2236.2071210009,,,,220.82211202342603,152.882328267405,,680.129902807896,17707.548906943,,,476.067345129807,502.344254839728,2956.3387808369102,124.511520194741,1744.3914411072,,1055.58552739119,,2317.00226882313,1369.98535782026,,,,,,799.058569232583,24482.423904009,,,1212.06172436821,1701.3290634952803,409.49839140056,2152.4870564502,,,,,1984.0766922080102,14696.786349818898,16420.5172827892,4308.506652802,365.870520498696,1521.35596792042,,466.63314952261806,,9829.510375524542,,1486.49723242138,,,825.508421876616,,,955.34645242186,5234.099104518939,,19403.4900064147,265.704671488697,315.398663259283,1946.3417380569601,695.648971739351,,8200.640053693409,13975.7496717343,,15492.2101591472,,,390.476711058231,,,,,2706.80248978567,,266.878257754651,676.027165695562,,,,26882.3015426848,,483.803545028432,178.47007167912,1338.05406702452,,279.543957500477,,,663.568466775373,,4495.81319605195,,,,,,826.4997358367709,,,,,186.72406607817,18978.8941228363,,,1820.3552766865,473.49867186962194,568.456043624334,,23835.3923814544,5882.21692202957,312.71917984598304,,,2821.45470892757,767.9115605477499,698.8029281942619,2271.4611297239103,819.152312196536,,6368.6364606508305,,1781.99933826302,,,5651.547213039667,217.81456549762,,,1443.3875227721398,,,,9690.64952237534,753.4693998374339,,3866.39005478608,399.955893194201,4331.24677862899,,,,,4846.38799706861,10987.9945553106,409.49497789718595,438.317448670548,,,20701.2280297674,,727.7884760911279,,539.231540130634,,,458.660686312197,,,6199.7178385464695,1090.1212742800699,3110.6105865991303,,,,,,,16465.854779601497,,21339.8107118115,3207.00522872047,,,6597.140391464561,,,969.835487270731,548.722669679004,,,,,,,8031.182604526421,,,,,,,,
